#OTU ID	taxonomy	F059	F067	F075	F076	F080	F095	F096	F100	F104	F105	F106	F107	F109	F111	F135	F141	F143	F145	F60	F69	F78	F87
99a776e1f79fe5ec7ff7ee5f4004641e	D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Rickettsiales; D_4__Mitochondria; D_5__Proteobacteria bacterium JGI 0000113-D06; D_6__Proteobacteria bacterium JGI 0000113-D06	0.07255520504731862	0.11346444780635401	0.08114285714285714	0.06242350061199511	0.09965635738831616	0.12553495007132667	0.06989247311827956	0.22139303482587064	0.025404157043879907	0.08032128514056225	0.1427061310782241	0.06896551724137931	0.08982683982683982	0.06091370558375635	0.11703703703703704	0.0996523754345307	0.14444444444444443	0.15625	0.06143128562381254	0.12102564102564102	0.08413461538461539	0.09492847854356307
2ca35764d7521fadb3ae4e05eba90740	D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Rickettsiales; D_4__Mitochondria; D_5__marine metagenome; D_6__marine metagenome	0.02965299684542587	0.04387291981845688	0.07657142857142857	0.0	0.0	0.06276747503566334	0.0	0.017412935323383085	0.10508083140877598	0.0	0.0	0.0	0.0	0.0	0.09333333333333334	0.055619930475086905	0.0	0.17708333333333334	0.024699176694110196	0.0	0.0	0.0
433fc3ab19b261e8c87476b95a9a0666	D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Rickettsiales; D_4__Mitochondria; D_5__marine metagenome; D_6__marine metagenome	0.032807570977917984	0.0	0.0	0.05752753977968176	0.041237113402061855	0.0	0.06048387096774194	0.0	0.0	0.0	0.0	0.05547226386806597	0.06060606060606061	0.06937394247038917	0.0	0.0	0.0	0.0	0.0	0.043076923076923075	0.03125	0.14954486345903772
4ecd0f80c2ea0634b07bc57152ec3f0e	D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Rickettsiales; D_4__Mitochondria; D_5__uncultured bacterium; D_6__uncultured bacterium	0.03974763406940063	0.04084720121028744	0.06628571428571428	0.08567931456548347	0.0	0.10556348074179743	0.009408602150537635	0.022388059701492536	0.06697459584295612	0.0321285140562249	0.040169133192389	0.05247376311844078	0.05844155844155844	0.06598984771573604	0.07703703703703704	0.13673232908458866	0.13333333333333333	0.14583333333333334	0.021532615579480684	0.06974358974358974	0.0641025641025641	0.12743823146944083
b85a5022ebff16a18b5a13edb232eb80	D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Rickettsiales; D_4__Mitochondria; D_5__uncultured bacterium; D_6__uncultured bacterium	0.10410094637223975	0.07034795763993948	0.06857142857142857	0.06364749082007344	0.08762886597938144	0.04136947218259629	0.06586021505376344	0.05099502487562189	0.06466512702078522	0.08433734939759036	0.08350951374207188	0.06746626686656672	0.12229437229437229	0.1116751269035533	0.07703703703703704	0.05909617612977984	0.12222222222222222	0.0	0.13742875237492083	0.11487179487179487	0.08333333333333333	0.013003901170351105
c8df980b8f4d6e0714ca996423bf21ea	D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Rickettsiales; D_4__Mitochondria; D_5__uncultured bacterium; D_6__uncultured bacterium	0.031545741324921134	0.06429652042360061	0.0	0.09179926560587515	0.06529209621993128	0.028530670470756064	0.038978494623655914	0.0	0.06697459584295612	0.05823293172690763	0.07505285412262157	0.05247376311844078	0.07900432900432901	0.043993231810490696	0.0	0.04287369640787949	0.1111111111111111	0.125	0.034198860037998734	0.06769230769230769	0.0625	0.05071521456436931
45cd65470ba20f56e5022deae771c3a7	D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Rickettsiales; D_4__Mitochondria; D_5__Proteobacteria bacterium JGI 0000113-D06; D_6__Proteobacteria bacterium JGI 0000113-D06	0.0	0.056732223903177004	0.05714285714285714	0.04895960832313342	0.03951890034364261	0.0	0.026881720430107527	0.0	0.07505773672055427	0.10240963855421686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016466117796073463	0.06051282051282051	0.0	0.06371911573472042
e2a07863672ab07db936357794f245f4	D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Rickettsiales; D_4__Mitochondria; D_5__marine metagenome; D_6__marine metagenome	0.0	0.00832072617246596	0.017142857142857144	0.019583843329253364	0.0	0.0	0.012096774193548387	0.017412935323383085	0.004618937644341801	0.0	0.0	0.0	0.0	0.011844331641285956	0.0	0.0	0.1	0.0	0.0	0.022564102564102566	0.0	0.0
9b5776f7c4361d35c08b67203af739d5	D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Rickettsiales; D_4__Mitochondria; D_5__uncultured bacterium; D_6__uncultured bacterium	0.028391167192429023	0.048411497730711045	0.04	0.042839657282741736	0.0	0.037089871611982884	0.03763440860215054	0.017412935323383085	0.03810623556581986	0.02610441767068273	0.019027484143763214	0.041979010494752625	0.05303030303030303	0.09475465313028765	0.0	0.0	0.05555555555555555	0.0	0.04623179227359088	0.02666666666666667	0.07451923076923077	0.01950585175552666
d733a463d21886941718c7c95a462c9a	D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Rickettsiales; D_4__Mitochondria; D_5__uncultured bacterium; D_6__uncultured bacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07777777777777778	0.0	0.0	0.0	0.0	0.0
